division_index time_step divided_cell_index divided_cell_IsEpidermal division_axisTheta divided_cell_x divided_cell_y cell_division_count av_in_frequency_modifier av_epi_frequency_modifier 
315 21200000 262 1 0.540351 12.7441 37.5139 8 8.2856e+15 4.17637e+17
316 21200000 317 0 2.39495 -9.38384 34.3415 16 8.25558e+15 4.17637e+17
317 21200000 334 0 1.15954 1.52291 38.2842 15 8.22578e+15 4.17637e+17
318 21200000 346 0 2.04574 -4.77727 37.1477 15 8.19619e+15 4.17637e+17
319 21300000 224 0 1.81975 -4.22571 34.9957 16 8.46398e+15 4.2722e+17
320 21300000 225 1 -0.450363 -11.3852 36.198 13 8.46398e+15 4.23031e+17
321 21300000 252 0 1.99788 11.0622 37.4399 14 8.43376e+15 4.23031e+17
322 21300000 254 1 -0.743543 -8.99437 40.524 10 8.43376e+15 4.18924e+17
323 21300000 351 0 1.6123 0.520895 41.3767 15 8.40374e+15 4.18924e+17
324 21300000 357 0 1.23218 -1.4217 38.4479 15 8.37394e+15 4.18924e+17
325 21400000 279 0 2.53725 4.84406 42.2618 13 8.57687e+15 4.31983e+17
326 21400000 332 1 1.52196 -2.67775 43.7721 11 8.57687e+15 4.27829e+17
327 21400000 338 0 1.71288 -3.7052 33.4609 16 8.54667e+15 4.27829e+17
328 21500000 189 0 2.73688 -4.02739 41.8945 14 8.68657e+15 4.34663e+17
329 21500000 248 0 2.11766 -2.63122 37.719 14 8.6562e+15 4.34663e+17
330 21600000 326 0 0.019186 6.82807 41.4286 14 8.75117e+15 4.40034e+17
331 21600000 327 0 0.397768 -3.38442 39.4797 15 8.72078e+15 4.40034e+17
332 21600000 344 0 1.48408 -0.689223 36.2752 15 8.69061e+15 4.40034e+17
333 21600000 349 1 0.0491702 13.5905 33.8582 9 8.69061e+15 4.35843e+17
334 21700000 264 0 1.68581 -10.3054 37.5505 16 8.74155e+15 4.33659e+17
335 21700000 281 0 0.583408 -1.12839 33.6652 15 8.71151e+15 4.33659e+17
336 21700000 296 0 2.78318 9.56467 32.615 14 8.68168e+15 4.33659e+17
337 21700000 363 1 1.4413 -0.658582 44.0317 12 8.68168e+15 4.29568e+17
338 21700000 367 0 0.150729 -2.28092 42.4219 16 8.65205e+15 4.29568e+17
339 21800000 271 0 1.22346 -6.44471 42.3807 14 8.88794e+15 4.33755e+17
340 21800000 320 0 0.0641762 3.51221 41.3745 15 8.85781e+15 4.33755e+17
341 21800000 355 0 1.39092 10.6307 39.2054 14 8.82789e+15 4.33755e+17
342 21800000 356 1 1.43033 4.19791 44.1954 10 8.82789e+15 4.29701e+17
343 21800000 361 0 1.9443 9.16875 36.955 15 8.79816e+15 4.29701e+17
344 21900000 165 0 0.0069229 -0.974937 42.3807 16 8.98698e+15 4.33971e+17
345 21900000 268 0 2.07139 0.497765 40.6466 16 8.95693e+15 4.33971e+17
346 21900000 290 0 2.27016 7.65787 33.1363 14 8.92707e+15 4.33971e+17
347 21900000 341 0 2.77191 -9.38585 39.3732 16 8.89741e+15 4.33971e+17
348 22000000 237 1 0.763781 12.0514 41.4882 8 9.13601e+15 4.38164e+17
349 22000000 275 1 -1.27761 -6.07394 44.6346 10 9.13601e+15 4.34144e+17
350 22000000 302 1 -0.700371 -11.6753 39.1217 11 9.13601e+15 4.30197e+17
351 22000000 329 0 0.523216 8.70035 38.9879 14 9.10575e+15 4.30197e+17
352 22000000 358 0 2.02418 2.57161 35.3218 15 9.0757e+15 4.30197e+17
353 22000000 364 1 1.00826 9.63352 43.1804 11 9.0757e+15 4.26322e+17
354 22100000 324 0 1.40553 -6.0309 40.5951 15 9.28268e+15 4.35597e+17
355 22100000 353 0 1.80736 7.49017 35.1125 15 9.25225e+15 4.35597e+17
356 22100000 365 0 1.12068 8.73304 42.0676 14 9.22201e+15 4.35597e+17
357 22100000 368 0 1.46889 1.3677 37.3 16 9.19197e+15 4.35597e+17
358 22100000 374 0 0.371148 -7.49385 39.1529 16 9.16213e+15 4.35597e+17
359 22200000 270 0 3.08128 7.75878 37.4015 15 9.30436e+15 2.9811e+17
360 22200000 334 0 3.09001 2.52984 40.1462 16 9.27435e+15 2.9811e+17
361 22200000 372 0 1.40821 6.42514 38.3899 15 9.24453e+15 2.9811e+17
362 22300000 310 0 0.480562 5.83443 40.722 15 9.39897e+15 3.01967e+17
363 22300000 339 0 2.12979 8.24177 40.5045 15 9.36894e+15 3.01967e+17
364 22300000 346 0 0.582435 -5.65911 38.6801 16 9.3391e+15 3.01967e+17
365 22300000 351 0 2.78582 0.497777 43.94 16 9.30945e+15 3.01967e+17
366 22300000 385 0 0.932878 5.24333 43.5119 14 9.27999e+15 3.01967e+17
367 22400000 311 0 1.333 6.1372 35.8052 15 9.64156e+15 3.09177e+17
368 22400000 370 0 1.96504 4.06004 39.7839 15 9.61124e+15 3.09177e+17
369 22500000 357 0 0.14884 -2.42301 40.3735 16 9.64537e+15 3.10803e+17
370 22500000 383 0 2.86409 1.83835 43.3238 16 9.61523e+15 3.10803e+17
371 22500000 384 0 2.03471 -1.15499 38.7039 16 9.58527e+15 3.10803e+17
372 22600000 165 0 0.955562 -0.975008 41.8564 17 9.87537e+15 3.18212e+17
373 22600000 271 0 2.07947 -6.49582 43.506 15 9.8448e+15 3.18212e+17
374 22700000 244 0 3.07968 -9.21925 42.1234 16 9.91847e+15 3.20795e+17
375 22700000 320 0 0.665998 4.076 43.102 16 9.88795e+15 3.20795e+17
376 22700000 355 0 1.85542 12.8728 40.0545 15 9.85762e+15 3.20795e+17
377 22700000 398 0 0.381478 -2.9105 43.6881 17 9.82748e+15 3.20795e+17
378 22800000 240 0 2.26612 12.3219 42.2813 14 1.00137e+16 3.25358e+17
379 22800000 327 0 2.96647 -4.1611 41.0721 16 9.98324e+15 3.25358e+17
380 22800000 404 0 1.19487 -1.03266 45.6149 17 9.95299e+15 3.25358e+17
381 22900000 254 1 -0.523687 -11.4167 42.6279 11 1.00878e+16 3.25043e+17
382 22900000 330 1 0.872661 9.18617 46.2242 11 1.00878e+16 3.22167e+17
383 22900000 364 1 1.08295 10.2952 45.1653 12 1.00878e+16 3.19341e+17
384 23100000 363 1 -1.55066 -0.428443 47.954 13 1.02635e+16 3.20872e+17
385 23100000 390 0 0.266915 8.37409 44.7235 15 1.02325e+16 3.20872e+17
386 23100000 426 0 1.23501 6.41176 44.0274 15 1.02016e+16 3.20872e+17
387 23200000 334 0 0.159543 2.69052 41.1867 17 1.03096e+16 3.23372e+17
388 23200000 351 0 2.02774 0.294151 44.012 17 1.02788e+16 3.23372e+17
389 23300000 405 0 0.767589 1.04148 42.2294 17 1.04867e+16 3.28154e+17
390 23300000 414 0 1.42567 -6.31964 42.0143 16 1.04555e+16 3.28154e+17
391 23400000 279 0 2.76478 7.17138 46.3318 14 1.04903e+16 3.28947e+17
392 23400000 346 0 2.12841 -6.50031 39.9287 17 1.04593e+16 3.28947e+17
393 23400000 388 0 1.06758 -5.39711 43.819 15 1.04284e+16 3.28947e+17
394 23400000 407 0 3.08355 -11.0903 38.6935 17 1.03977e+16 3.28947e+17
395 23400000 416 0 0.915561 11.8098 42.528 15 1.03673e+16 3.28947e+17
396 23400000 418 0 1.60319 -8.41504 38.6029 17 1.03369e+16 3.28947e+17
397 23500000 189 0 2.26471 -5.91288 46.2822 15 1.05358e+16 3.34483e+17
398 23500000 268 0 0.685186 0.849573 39.5253 17 1.05052e+16 3.34483e+17
399 23500000 326 0 1.05326 8.46888 42.0521 15 1.04747e+16 3.34483e+17
400 23500000 383 0 1.26682 2.61297 43.7895 17 1.04445e+16 3.34483e+17
401 23500000 413 1 1.00219 13.6285 44.1063 12 1.04445e+16 3.316e+17
402 23600000 275 1 -1.14621 -7.75866 47.4531 11 1.05993e+16 3.32239e+17
403 23600000 324 0 0.486695 -8.92616 40.4905 16 1.05687e+16 3.32239e+17
404 23600000 357 0 1.11777 -2.36897 39.8778 17 1.05383e+16 3.32239e+17
405 23600000 370 0 3.07371 5.00599 40.7362 16 1.05081e+16 3.32239e+17
406 23600000 398 0 1.3022 -4.35336 45.7743 18 1.04781e+16 3.32239e+17
407 23600000 402 1 1.35816 4.61993 49.1607 11 1.04781e+16 3.29424e+17
408 23600000 423 0 3.04918 10.6447 40.8836 16 1.04483e+16 3.29424e+17
409 23700000 165 0 2.82905 -0.651522 42.2941 18 1.06835e+16 3.34478e+17
410 23700000 248 0 1.91483 -3.3181 38.0843 15 1.06533e+16 3.34478e+17
411 23700000 310 0 2.87086 7.00334 40.4548 16 1.06232e+16 3.34478e+17
412 23700000 329 0 0.685212 12.4573 40.651 15 1.05932e+16 3.34478e+17
413 23700000 360 0 2.36591 2.57752 48.5371 15 1.05635e+16 3.34478e+17
414 23700000 367 0 0.989516 -4.27511 47.881 17 1.05339e+16 3.34478e+17
415 23700000 400 0 1.79024 4.12576 47.8361 16 1.05045e+16 3.34478e+17
416 23800000 320 0 0.55051 4.84237 46.2832 17 1.1014e+16 3.44885e+17
417 23800000 397 1 1.52081 -3.29175 49.6898 13 1.1014e+16 3.41987e+17
418 23800000 404 0 0.232765 -0.955413 47.5978 18 1.09834e+16 3.41987e+17
419 23800000 430 0 1.6439 2.6212 46.5164 17 1.0953e+16 3.41987e+17
420 23900000 271 0 0.0467979 -9.14082 44.8802 16 1.15219e+16 3.47377e+17
421 23900000 425 0 1.03874 0.316813 48.6048 17 1.14901e+16 3.47377e+17
422 23900000 429 0 3.04992 -2.63272 42.2533 17 1.14586e+16 3.47377e+17
423 23900000 432 0 1.94775 -2.219 44.9876 18 1.14272e+16 3.47377e+17
424 23900000 440 0 2.2809 -2.59163 47.9915 18 1.1396e+16 3.47377e+17
425 24000000 243 1 -1.51985 1.75768 51.1337 12 1.21118e+16 3.52401e+17
426 24000000 364 1 0.649293 12.7412 46.3719 13 1.21118e+16 3.49488e+17
427 24000000 385 0 1.97779 7.26189 47.9175 15 1.20788e+16 3.49488e+17
428 24000000 391 0 0.87082 -5.7869 38.8944 16 1.2046e+16 3.49488e+17
429 24000000 399 0 2.2726 -10.9643 44.7724 15 1.20134e+16 3.49488e+17
430 24100000 339 0 2.88597 9.28458 40.4483 16 1.17899e+16 3.54313e+17
431 24100000 390 0 0.178827 11.2966 44.9831 16 1.17581e+16 3.54313e+17
432 24100000 405 0 2.11495 2.18537 43.0964 18 1.17265e+16 3.54313e+17
433 24100000 433 0 1.08472 -10.6302 42.8739 16 1.1695e+16 3.54313e+17
434 24100000 445 0 1.62684 10.7455 46.8257 16 1.16638e+16 3.54313e+17
435 24200000 365 0 0.257055 13.0164 44.4537 15 1.18482e+16 3.58179e+17
436 24200000 374 0 1.19255 -11.7587 39.5052 17 1.18167e+16 3.58179e+17
437 24200000 388 0 0.180325 -7.52002 44.8777 16 1.17854e+16 3.58179e+17
438 24200000 446 0 2.14583 9.49683 45.2559 16 1.17542e+16 3.58179e+17
439 24300000 443 1 0.586457 15.2786 45.1841 13 1.18577e+16 3.56662e+17
440 24300000 453 0 0.332342 -5.77031 44.9153 16 1.18264e+16 3.56662e+17
441 24400000 334 0 2.11043 4.45733 42.7095 18 1.18793e+16 3.57166e+17
442 24400000 398 0 1.03766 -6.16217 47.4171 19 1.18482e+16 3.57166e+17
443 24400000 435 0 3.00515 5.87366 43.9447 17 1.18171e+16 3.57166e+17
444 24400000 447 0 2.8837 2.94954 41.2948 18 1.17863e+16 3.57166e+17
445 24400000 451 0 0.531482 8.52993 47.2618 15 1.17556e+16 3.57166e+17
446 24600000 383 0 1.54298 4.42352 45.5722 18 1.20149e+16 3.62317e+17
447 24600000 404 0 2.80243 -0.999157 48.4938 19 1.19838e+16 3.62317e+17
448 24600000 414 0 0.817542 -8.48136 41.8486 17 1.19528e+16 3.62317e+17
449 24600000 422 0 3.06656 7.90649 43.5785 16 1.1922e+16 3.62317e+17
450 24700000 320 0 2.81191 5.02702 48.0237 18 1.19855e+16 3.63374e+17
451 24700000 448 0 0.521726 0.464843 47.4973 18 1.19548e+16 3.63374e+17
452 24700000 469 0 0.375617 -0.767553 43.6373 19 1.19242e+16 3.63374e+17
453 24800000 367 0 1.46825 -4.72445 49.5829 18 1.2092e+16 3.65697e+17
454 24800000 430 0 2.38834 3.35106 48.2557 18 1.20612e+16 3.65697e+17
455 24900000 326 0 0.0180524 10.0997 43.2431 16 1.2165e+16 3.67342e+17
456 24900000 409 1 -0.72513 -12.4634 47.5351 11 1.2165e+16 3.64356e+17
457 24900000 466 0 1.37433 -4.33126 46.8293 19 1.21342e+16 3.64356e+17
458 25000000 327 0 2.34743 -4.61939 42.7341 17 1.22004e+16 3.6538e+17
459 25000000 388 0 1.82509 -8.44203 46.3363 17 1.21696e+16 3.6538e+17
460 25000000 390 0 1.92621 12.128 45.2458 17 1.21391e+16 3.6538e+17
461 25000000 397 1 -1.41448 -4.38793 51.9852 14 1.21391e+16 3.62433e+17
462 25000000 437 0 0.243784 -4.58061 44.7623 18 1.21086e+16 3.62433e+17
463 25000000 450 0 0.753326 -6.8505 42.5193 17 1.20784e+16 3.62433e+17
464 25000000 459 0 1.09309 11.9704 42.9994 16 1.20482e+16 3.62433e+17
465 25000000 473 0 1.48576 2.48944 51.1938 16 1.20183e+16 3.62433e+17
466 25000000 479 0 0.57138 2.08857 48.8173 18 1.19884e+16 3.62433e+17
467 25000000 480 0 0.481419 -9.97964 44.7514 17 1.19588e+16 3.62433e+17
468 25100000 434 0 1.75923 -13.9872 41.5585 17 1.22633e+16 2.39935e+17
469 25100000 449 0 0.151701 0.779591 44.6399 18 1.22331e+16 2.39935e+17
470 25100000 467 1 1.26523 6.16064 53.3744 12 1.22331e+16 2.38016e+17
471 25100000 474 0 1.53842 -7.69004 50.4446 18 1.2203e+16 2.38016e+17
472 25200000 330 1 0.9618 12.6306 50.9248 12 1.24429e+16 2.39544e+17
473 25200000 400 0 0.955751 7.20302 51.3682 17 1.24124e+16 2.39544e+17
474 25200000 433 0 2.9673 -12.3884 43.5297 17 1.2382e+16 2.39544e+17
475 25200000 460 0 1.55069 2.24456 45.9956 18 1.23518e+16 2.39544e+17
476 25200000 465 0 1.22874 5.21249 40.4158 17 1.23218e+16 2.39544e+17
477 25200000 475 0 3.01741 5.54549 51.6963 17 1.22918e+16 2.39544e+17
478 25200000 482 0 2.54552 -2.03881 43.1775 18 1.22621e+16 2.39544e+17
479 25200000 484 0 0.626662 -2.80918 49.5825 19 1.22325e+16 2.39544e+17
480 25200000 487 0 2.69432 7.97421 49.1947 16 1.2203e+16 2.39544e+17
481 25200000 497 0 2.41656 -8.23797 44.8326 17 1.21737e+16 2.39544e+17
482 25300000 402 1 1.284 8.40629 53.7281 12 1.27492e+16 2.44934e+17
483 25300000 453 0 0.666762 -5.96045 44.3008 17 1.27186e+16 2.44934e+17
484 25300000 485 1 -1.41269 0.388134 54.6833 13 1.27186e+16 2.43021e+17
485 25300000 494 0 0.956483 12.2701 49.1406 17 1.26882e+16 2.43021e+17
486 25400000 440 0 0.857736 -4.36336 52.5811 19 1.28282e+16 2.45302e+17
487 25400000 492 0 2.96517 3.13034 44.1288 19 1.27976e+16 2.45302e+17
488 25500000 370 0 2.26829 6.88319 41.6613 17 1.29699e+16 2.46661e+17
489 25500000 476 0 1.21984 7.31063 47.9405 18 1.29392e+16 2.46661e+17
490 25500000 502 0 2.89315 -7.24591 49.38 20 1.29086e+16 2.46661e+17
491 25500000 507 0 3.07315 -1.55372 51.5571 20 1.28781e+16 2.46661e+17
492 25600000 334 0 1.91705 5.55433 43.6646 19 1.30201e+16 2.50153e+17
493 25600000 367 0 0.472913 -5.24694 51.2005 19 1.29895e+16 2.50153e+17
494 25600000 399 0 1.03757 -14.0785 45.9433 16 1.29591e+16 2.50153e+17
495 25600000 491 0 3.13495 14.8785 46.9154 17 1.29288e+16 2.50153e+17
496 25600000 511 0 0.694444 0.474529 50.9327 19 1.28987e+16 2.50153e+17
497 25600000 514 0 1.37347 4.11688 50.4572 19 1.28687e+16 2.50153e+17
498 25700000 332 1 -0.989971 -10.2009 52.835 12 1.35991e+16 2.50425e+17
499 25700000 457 0 0.637798 -11.8887 48.5533 16 1.35676e+16 2.50425e+17
500 25700000 486 1 0.306629 17.2906 46.9554 14 1.35676e+16 2.48499e+17
501 25700000 505 0 3.07848 11.5798 48.4556 16 1.35362e+16 2.48499e+17
502 25700000 510 0 1.22623 7.00582 50.9204 19 1.35049e+16 2.48499e+17
503 25800000 321 1 -0.137213 -17.0907 43.4682 10 1.32926e+16 2.48233e+17
504 25800000 425 0 1.22357 0.039261 53.9876 18 1.3262e+16 2.48233e+17
505 25800000 426 0 2.08738 10.4281 47.4346 16 1.32315e+16 2.48233e+17
506 25800000 483 0 1.64625 -3.18014 46.1015 19 1.32012e+16 2.48233e+17
507 25900000 271 0 1.73026 -13.175 47.2547 17 1.30252e+16 2.50224e+17
508 25900000 404 0 3.13478 -0.819187 49.6974 20 1.29955e+16 2.50224e+17
509 25900000 432 0 0.468313 -2.17015 47.615 19 1.29659e+16 2.50224e+17
510 25900000 446 0 2.67744 11.8977 45.9197 17 1.29364e+16 2.50224e+17
511 25900000 479 0 1.72903 1.92386 51.9369 19 1.29071e+16 2.50224e+17
512 25900000 506 0 0.247264 5.0676 46.1505 19 1.28779e+16 2.50224e+17
513 26000000 388 0 0.00591194 -10.2119 46.4017 18 1.32992e+16 2.54183e+17
514 26000000 398 0 2.00688 -9.86421 49.2239 20 1.32693e+16 2.54183e+17
515 26000000 474 0 2.21175 -9.05793 51.532 19 1.32394e+16 2.54183e+17
516 26000000 500 0 2.87538 -7.13146 47.162 17 1.32098e+16 2.54183e+17
517 26000000 517 0 2.45578 -4.43459 48.6682 20 1.31802e+16 2.54183e+17
518 26000000 540 0 1.33093 9.90833 49.5691 17 1.31508e+16 2.54183e+17
519 26100000 244 0 1.81417 -16.2071 42.0984 17 1.4143e+16 2.58023e+17
520 26100000 386 1 -0.754491 -13.1149 52.0868 12 1.4143e+16 2.56068e+17
521 26100000 477 1 -1.03094 -9.15339 54.9832 14 1.4143e+16 2.54143e+17
522 26100000 489 0 1.01858 -15.4933 43.8905 16 1.41116e+16 2.54143e+17
523 26100000 512 0 2.93037 -0.428684 45.1636 20 1.40803e+16 2.54143e+17
524 26100000 526 0 0.0159733 2.66661 49.5952 19 1.40492e+16 2.54143e+17
525 26200000 385 0 1.82825 10.8517 53.4205 16 1.43025e+16 2.58314e+17
526 26200000 430 0 0.821884 4.32557 49.3922 19 1.4271e+16 2.58314e+17
527 26200000 448 0 2.66236 1.23353 49.0525 19 1.42397e+16 2.58314e+17
528 26200000 466 0 2.45458 -6.3608 49.5701 20 1.42084e+16 2.58314e+17
529 26200000 519 0 0.420601 -9.20371 47.7556 18 1.41774e+16 2.58314e+17
530 26200000 522 0 2.72523 -5.68506 46.972 19 1.41464e+16 2.58314e+17
531 26200000 531 0 2.05475 -11.2061 51.5496 19 1.41156e+16 2.58314e+17
532 26300000 351 0 2.9787 -0.871685 48.1638 18 1.67896e+16 2.65429e+17
533 26300000 451 0 1.62072 11.9179 51.5495 16 1.67532e+16 2.65429e+17
534 26300000 498 0 1.07337 14.7533 46.4805 17 1.67169e+16 2.65429e+17
535 26400000 189 0 2.86612 -13.4404 50.4642 16 1.46455e+16 2.67635e+17
536 26400000 390 0 0.113188 13.5252 44.5374 18 1.46139e+16 2.67635e+17
537 26400000 400 0 1.10577 7.60257 54.7347 18 1.45825e+16 2.67635e+17
538 26400000 449 0 2.89977 1.4686 44.5543 19 1.45512e+16 2.67635e+17
539 26400000 546 0 0.1581 -4.03761 54.5796 20 1.45201e+16 2.67635e+17
540 26500000 320 0 0.216212 6.32012 49.604 19 1.47529e+16 2.71071e+17
541 26500000 356 1 1.36472 13.0211 55.3927 11 1.47529e+16 2.69048e+17
542 26500000 383 0 0.552184 7.13937 47.062 19 1.47215e+16 2.69048e+17
543 26500000 460 0 0.53937 3.93886 46.8852 19 1.46901e+16 2.69048e+17
544 26500000 467 1 1.0977 7.88968 57.0734 13 1.46901e+16 2.67055e+17
545 26500000 485 1 1.52682 1.36783 58.3534 14 1.46901e+16 2.65091e+17
546 26500000 502 0 3.07891 -8.33515 50.5457 21 1.46589e+16 2.65091e+17
547 26500000 533 0 0.326519 9.26615 54.1761 18 1.46279e+16 2.65091e+17
548 26500000 550 0 1.37885 -7.36765 52.9596 21 1.4597e+16 2.65091e+17
549 26600000 521 1 -0.98744 -7.73945 57.1862 15 1.48699e+16 2.66291e+17
550 26600000 549 0 1.57377 8.93586 48.1549 19 1.48385e+16 2.66291e+17
551 26600000 553 0 1.93729 -5.42613 52.2886 20 1.48073e+16 2.66291e+17
552 26700000 367 0 0.502824 -6.43779 55.6671 20 1.50205e+16 2.69285e+17
553 26700000 402 1 1.31968 12.0742 55.9672 13 1.50205e+16 2.67334e+17
554 26700000 476 0 0.102147 7.56509 50.3253 19 1.4989e+16 2.67334e+17
555 26700000 510 0 0.321666 7.43023 53.3236 20 1.49577e+16 2.67334e+17
556 26700000 511 0 1.0257 0.693362 53.3459 20 1.49265e+16 2.67334e+17
557 26700000 556 0 0.717408 -0.532867 55.3113 20 1.48954e+16 2.67334e+17
558 26800000 437 0 0.743154 -4.59409 44.5412 19 1.5152e+16 2.70499e+17
559 26800000 473 0 1.31557 2.50828 57.687 17 1.51205e+16 2.70499e+17
560 26800000 513 0 2.00646 -8.48032 55.3352 19 1.50892e+16 2.70499e+17
561 26800000 537 0 2.30912 5.74959 55.3502 18 1.50581e+16 2.70499e+17
562 26800000 551 0 2.91061 -2.87759 56.6157 21 1.5027e+16 2.70499e+17
563 26900000 404 0 2.82638 -0.628034 51.1685 21 1.538e+16 2.75176e+17
564 26900000 487 0 1.30655 10.9102 52.1054 17 1.53484e+16 2.75176e+17
565 27000000 332 1 -0.666528 -12.8645 54.7062 13 1.54652e+16 2.74471e+17
566 27000000 425 0 1.07772 0.644416 58.1259 19 1.54335e+16 2.74471e+17
567 27000000 479 0 0.692501 2.40989 55.953 20 1.5402e+16 2.74471e+17
568 27000000 514 0 0.120644 5.64146 53.0268 20 1.53705e+16 2.74471e+17
569 27000000 525 0 2.70802 4.51286 56.5007 17 1.53392e+16 2.74471e+17
570 27100000 398 0 0.774446 -12.6771 49.3128 21 1.56293e+16 2.78475e+17
571 27100000 494 0 0.578774 16.3656 48.9147 18 1.55976e+16 2.78475e+17
572 27100000 517 0 1.18635 -5.74768 49.8305 21 1.5566e+16 2.78475e+17
573 27100000 539 0 0.253558 -2.97847 51.7948 20 1.55346e+16 2.78475e+17
574 27100000 569 0 0.10928 -3.51612 49.6638 20 1.55033e+16 2.78475e+17
575 27100000 571 0 0.0102304 0.489994 56.0906 20 1.54721e+16 2.78475e+17
576 27100000 574 0 0.779114 -11.4839 50.7546 21 1.5441e+16 2.78475e+17
577 27100000 584 0 2.14254 2.6174 50.1442 20 1.54101e+16 2.78475e+17
578 27200000 243 1 -1.52159 3.25055 60.9926 13 1.57396e+16 2.80495e+17
579 27200000 385 0 1.79702 14.0352 54.1463 17 1.57081e+16 2.80495e+17
580 27200000 483 0 0.0859274 -4.39646 46.7304 20 1.56768e+16 2.80495e+17
581 27200000 532 1 0.481519 18.4442 50.7604 13 1.56768e+16 2.78505e+17
582 27200000 575 0 1.07911 -11.8727 53.9436 20 1.56455e+16 2.78505e+17
583 27200000 578 0 0.116083 12.0738 49.8012 18 1.56144e+16 2.78505e+17
584 27200000 587 0 2.94029 1.32391 51.1312 20 1.55835e+16 2.78505e+17
585 27300000 430 0 2.18412 5.00539 50.2747 20 1.57229e+16 2.80342e+17
586 27300000 474 0 0.157026 -11.3511 55.6661 20 1.56919e+16 2.80342e+17
587 27300000 505 0 1.09659 14.3099 50.3515 17 1.56609e+16 2.80342e+17
588 27300000 542 1 0.992696 11.4128 58.3957 13 1.56609e+16 2.78368e+17
589 27300000 585 0 2.30376 11.9202 54.8011 17 1.56301e+16 2.78368e+17
590 27300000 608 0 2.86772 -8.17919 54.2819 22 1.55994e+16 2.78368e+17
591 27400000 507 0 1.24492 -3.02842 55.4858 21 1.57191e+16 2.79889e+17
592 27400000 546 0 1.37344 -5.63503 57.9737 21 1.56883e+16 2.79889e+17
593 27400000 557 0 3.06933 4.33255 55.047 20 1.56577e+16 2.79889e+17
594 27400000 588 0 2.53641 -8.46201 51.4238 21 1.56272e+16 2.79889e+17
595 27400000 607 0 0.297815 11.3436 56.9302 19 1.55968e+16 2.79889e+17
596 27500000 400 0 0.932114 9.89373 57.6645 19 1.57884e+16 2.82639e+17
597 27500000 451 0 2.72709 15.1411 52.3453 17 1.57578e+16 2.82639e+17
598 27500000 533 0 1.31351 9.74352 55.1703 19 1.57273e+16 2.82639e+17
599 27500000 568 0 1.33684 -1.42848 53.4764 21 1.5697e+16 2.82639e+17
600 27500000 606 0 1.11032 -10.5207 51.5117 22 1.56667e+16 2.82639e+17
601 27500000 615 0 2.83269 8.34144 56.331 21 1.56366e+16 2.82639e+17
602 27600000 540 0 1.16853 10.4176 50.3123 18 1.57825e+16 2.84259e+17
603 27600000 550 0 2.7317 -10.1882 53.7204 22 1.57523e+16 2.84259e+17
604 27600000 609 1 -1.02347 -10.7043 59.2056 16 1.57523e+16 2.82271e+17
605 27700000 473 0 2.10012 3.19474 59.9012 18 1.58147e+16 2.8326e+17
606 27700000 545 0 2.95496 17.3742 51.4004 18 1.57845e+16 2.8326e+17
607 27700000 553 0 2.99776 -6.90432 54.8919 21 1.57544e+16 2.8326e+17
608 27700000 577 0 0.811049 -5.19444 52.4511 21 1.57245e+16 2.8326e+17
609 27700000 599 0 0.0539195 -5.87801 56.8369 21 1.56946e+16 2.8326e+17
610 27700000 617 0 1.50046 -1.9422 58.1288 21 1.56649e+16 2.8326e+17
611 27800000 402 1 1.16864 15.2986 57.2275 14 1.59253e+16 2.8442e+17
612 27800000 448 0 0.699439 0.482049 48.826 20 1.58952e+16 2.8442e+17
613 27800000 478 0 0.427134 -5.26544 61.4259 19 1.58652e+16 2.8442e+17
614 27800000 556 0 1.9519 -0.973654 55.8906 21 1.58353e+16 2.8442e+17
615 27800000 564 0 1.65932 -1.74762 60.8256 19 1.58055e+16 2.8442e+17
616 27800000 586 0 2.98331 4.56135 52.4783 20 1.57759e+16 2.8442e+17
617 27800000 593 0 1.08509 13.8775 52.3785 17 1.57463e+16 2.8442e+17
618 27800000 612 0 0.973759 -8.1969 57.8318 21 1.57169e+16 2.8442e+17
619 27800000 613 1 0.752147 14.0028 58.3081 14 1.57169e+16 2.82459e+17
620 27900000 440 0 1.23576 -7.78049 61.5576 20 1.60088e+16 2.86053e+17
621 27900000 479 0 2.63618 3.13007 56.8363 21 1.5979e+16 2.86053e+17
622 27900000 506 0 1.94348 5.91869 47.8205 20 1.59493e+16 2.86053e+17
623 27900000 510 0 0.986297 8.07806 54.1169 21 1.59197e+16 2.86053e+17
624 27900000 526 0 0.483924 3.21241 53.7326 20 1.58902e+16 2.86053e+17
625 27900000 544 1 1.53567 -2.55109 63.2822 14 1.58902e+16 2.84094e+17
626 27900000 562 0 3.12713 9.77687 53.9136 20 1.58608e+16 2.84094e+17
627 27900000 600 0 2.93778 7.25797 49.7145 20 1.58316e+16 2.84094e+17
628 27900000 620 0 2.29623 -12.0302 57.2478 20 1.58024e+16 2.84094e+17
629 28000000 432 0 2.82196 -2.62072 47.1586 20 1.6087e+16 2.87918e+17
630 28000000 539 0 0.183214 -4.41754 54.1263 21 1.60575e+16 2.87918e+17
631 28000000 576 0 2.74736 -8.68447 47.3387 18 1.60281e+16 2.87918e+17
632 28100000 404 0 2.8889 -1.13547 51.7104 22 1.62472e+16 2.91616e+17
633 28100000 477 1 -0.856086 -14.274 58.2578 15 1.62472e+16 2.89632e+17
634 28100000 484 0 0.702889 -6.06588 55.1398 20 1.62176e+16 2.89632e+17
