division_index time_step divided_cell_index divided_cell_IsEpidermal division_axisTheta divided_cell_x divided_cell_y cell_division_count av_in_frequency_modifier av_epi_frequency_modifier 
635 28100000 517 0 1.79816 -7.03873 50.9669 22 1.61881e+16 2.89632e+17
636 28100000 619 0 2.6283 2.23522 62.0787 18 1.61586e+16 2.89632e+17
637 28100000 628 0 2.85159 6.15228 55.8683 21 1.61293e+16 2.89632e+17
638 28100000 635 0 3.05827 1.28041 57.4287 21 1.61001e+16 2.89632e+17
639 28200000 607 0 2.49646 13.5413 57.6884 20 1.6372e+16 2.93993e+17
640 28300000 585 0 0.855622 15.1984 56.7978 18 1.6409e+16 2.94933e+17
641 28300000 633 0 2.64985 -2.77859 52.6565 21 1.63794e+16 2.94933e+17
642 28300000 639 0 1.70911 15.6243 54.6817 18 1.635e+16 2.94933e+17
643 28300000 649 0 2.10539 13.7714 55.162 18 1.63206e+16 2.94933e+17
644 28400000 435 0 2.20153 10.7447 46.108 18 1.63891e+16 2.9631e+17
645 28400000 476 0 0.582829 9.48165 49.5548 20 1.63597e+16 2.9631e+17
646 28400000 525 0 0.256529 5.43985 60.3214 18 1.63305e+16 2.9631e+17
647 28400000 533 0 1.66401 9.55431 56.7731 20 1.63014e+16 2.9631e+17
648 28400000 546 0 0.829344 -8.08445 60.5505 22 1.62724e+16 2.9631e+17
649 28400000 587 0 0.789467 0.768873 51.2253 21 1.62435e+16 2.9631e+17
650 28400000 597 0 1.54037 9.53035 61.285 19 1.62147e+16 2.9631e+17
651 28400000 605 1 -1.56914 -0.161354 64.8867 15 1.62147e+16 2.94308e+17
652 28400000 608 0 0.866778 -9.98216 54.7096 23 1.6186e+16 2.94308e+17
653 28400000 617 0 1.49163 -1.51028 60.1621 22 1.61574e+16 2.94308e+17
654 28400000 637 0 1.57673 3.02096 50.5542 21 1.61289e+16 2.94308e+17
655 28400000 650 0 1.66345 -10.4555 57.1662 23 1.61005e+16 2.94308e+17
656 28400000 661 0 2.31337 9.34281 59.071 22 1.60722e+16 2.94308e+17
657 28500000 425 0 1.42042 0.245928 63.3814 20 1.63242e+16 2.97691e+17
658 28500000 481 0 0.852004 -5.02654 63.5771 18 1.62956e+16 2.97691e+17
659 28500000 537 0 1.72486 8.08292 60.4922 19 1.62671e+16 2.97691e+17
660 28500000 604 1 1.09126 10.269 63.8109 14 1.62671e+16 2.95693e+17
661 28500000 653 0 2.30747 4.29424 56.4837 21 1.62387e+16 2.95693e+17
662 28500000 656 0 0.895901 11.8803 58.7008 20 1.62104e+16 2.95693e+17
663 28600000 502 0 2.71695 -10.6603 48.7548 22 1.64953e+16 2.99253e+17
664 28600000 621 0 2.19022 7.4944 59.3416 19 1.64667e+16 2.99253e+17
665 28700000 507 0 0.960891 -3.52984 58.2253 22 1.65159e+16 3.00516e+17
666 28700000 550 0 1.53668 -12.3617 53.7176 23 1.64873e+16 3.00516e+17
667 28700000 590 0 3.10116 -6.83332 48.3099 20 1.64588e+16 3.00516e+17
668 28700000 644 0 1.51795 1.48905 53.0485 21 1.64304e+16 3.00516e+17
669 28800000 360 0 0.36539 6.69349 64.5578 16 1.64205e+16 3.00736e+17
670 28800000 398 0 0.31987 -15.3606 49.3087 22 1.63923e+16 3.00736e+17
671 28800000 479 0 2.78364 3.54267 59.4854 22 1.63642e+16 3.00736e+17
672 28800000 485 1 -1.46893 1.57775 66.1356 15 1.63642e+16 2.98731e+17
673 28800000 511 0 1.10141 1.43506 55.221 21 1.63361e+16 2.98731e+17
674 28800000 564 0 1.2184 -2.25867 63.168 20 1.63082e+16 2.98731e+17
675 28800000 571 0 1.24047 0.168413 60.8202 21 1.62804e+16 2.98731e+17
676 28800000 655 0 3.05614 14.5123 59.7584 20 1.62527e+16 2.98731e+17
677 28800000 667 0 0.307973 -9.44886 56.2483 22 1.6225e+16 2.98731e+17
678 28800000 674 0 1.14423 -1.67345 58.1213 22 1.61975e+16 2.98731e+17
679 28800000 681 0 1.10636 2.68595 56.9722 22 1.617e+16 2.98731e+17
680 28900000 475 0 0.960005 9.06403 63.2595 18 1.64847e+16 3.02833e+17
681 28900000 556 0 1.08798 -0.595148 59.3975 22 1.64568e+16 3.02833e+17
682 28900000 627 0 2.22907 2.53889 61.0787 21 1.64291e+16 3.02833e+17
683 28900000 659 0 0.831511 -3.56585 56.755 22 1.64014e+16 3.02833e+17
684 28900000 665 0 1.74921 5.14628 64.4883 19 1.63739e+16 3.02833e+17
685 28900000 683 0 3.12501 8.24222 55.4317 22 1.63464e+16 3.02833e+17
686 28900000 690 0 1.76517 -5.31912 57.0228 22 1.6319e+16 3.02833e+17
687 29000000 557 0 3.06417 5.62349 59.3557 21 1.66317e+16 3.06686e+17
688 29000000 574 0 2.40297 -13.3673 49.5458 22 1.66039e+16 3.06686e+17
689 29000000 624 0 2.2299 13.7499 51.9242 18 1.65762e+16 3.06686e+17
690 29000000 626 0 0.148357 0.784652 62.8493 20 1.65487e+16 3.06686e+17
691 29000000 638 1 1.56912 5.38094 67.0503 14 1.65487e+16 3.04655e+17
692 29000000 675 0 2.0736 -5.23739 64.0982 20 1.65212e+16 3.04655e+17
693 29100000 487 0 0.0152832 12.9387 53.4394 18 1.67564e+16 3.07951e+17
694 29100000 513 0 1.66852 -14.7055 60.2216 20 1.67287e+16 3.07951e+17
695 29100000 539 0 0.320151 -4.8531 55.1184 22 1.6701e+16 3.07951e+17
696 29100000 615 0 1.22059 9.12598 58.2595 22 1.66735e+16 3.07951e+17
697 29100000 643 0 0.183537 15.0533 50.7201 19 1.6646e+16 3.07951e+17
698 29100000 713 0 1.99783 -4.12377 62.4367 23 1.66186e+16 3.07951e+17
699 29200000 363 1 -1.45626 -9.03923 66.9769 14 1.68393e+16 3.08668e+17
700 29200000 402 1 0.767722 20.6811 55.9915 15 1.68393e+16 3.06651e+17
701 29200000 473 0 1.98044 3.99021 63.9381 19 1.68116e+16 3.06651e+17
702 29200000 530 1 0.838788 10.0874 66.2269 13 1.68116e+16 3.04659e+17
703 29200000 593 0 3.08545 17.3248 51.6909 18 1.67841e+16 3.04659e+17
704 29200000 636 0 2.33603 -15.3581 51.0753 22 1.67566e+16 3.04659e+17
705 29300000 367 0 1.43237 -14.1929 61.7068 21 1.69023e+16 3.06457e+17
706 29300000 451 0 2.89116 19.3839 51.8626 18 1.68747e+16 3.06457e+17
707 29300000 510 0 2.71586 10.1249 54.7954 22 1.68472e+16 3.06457e+17
708 29300000 525 0 0.323375 6.36406 62.4257 19 1.68198e+16 3.06457e+17
709 29300000 531 0 2.26479 -17.3556 52.1635 20 1.67925e+16 3.06457e+17
710 29300000 619 0 1.17117 2.70821 66.1141 19 1.67653e+16 3.06457e+17
711 29300000 642 0 2.16407 -15.5318 53.1966 21 1.67382e+16 3.06457e+17
712 29300000 663 0 0.918695 -14.7929 56.4505 23 1.67112e+16 3.06457e+17
713 29300000 685 1 1.47318 -6.65812 67.0137 15 1.67112e+16 3.0448e+17
714 29300000 712 0 1.61386 -12.5638 55.8441 24 1.66842e+16 3.0448e+17
715 29400000 279 0 1.23522 21.4537 51.5212 15 1.68697e+16 3.06862e+17
716 29400000 478 0 0.289139 -9.90833 63.6852 20 1.68426e+16 3.06862e+17
717 29400000 575 0 0.301337 -18.342 53.5983 21 1.68155e+16 3.06862e+17
718 29400000 612 0 1.0177 -12.5889 59.7652 22 1.67886e+16 3.06862e+17
719 29400000 616 0 0.813102 -0.347544 56.9731 21 1.67617e+16 3.06862e+17
720 29400000 622 0 3.03274 -7.907 63.4901 22 1.67349e+16 3.06862e+17
721 29400000 628 0 1.03745 7.13083 55.6011 22 1.67083e+16 3.06862e+17
722 29400000 646 0 1.20607 -16.3343 54.9741 21 1.66816e+16 3.06862e+17
723 29400000 715 0 0.0774216 -14.3288 58.1277 24 1.66551e+16 3.06862e+17
724 29400000 719 0 0.91791 8.98896 62.3688 20 1.66287e+16 3.06862e+17
725 29500000 243 1 -1.55781 3.20311 68.7533 14 1.68772e+16 3.08211e+17
726 29500000 444 1 -0.973699 -12.8997 66.5591 14 1.68772e+16 3.06248e+17
727 29500000 479 0 2.00941 3.92972 59.6172 23 1.68504e+16 3.06248e+17
728 29500000 607 0 2.49279 16.386 57.5456 21 1.68238e+16 3.06248e+17
729 29500000 625 1 -0.0431341 -20.7521 52.8994 14 1.68238e+16 3.0431e+17
730 29500000 676 0 0.365262 5.96248 53.8973 21 1.67972e+16 3.0431e+17
731 29500000 697 0 2.36883 7.39575 57.9851 22 1.67707e+16 3.0431e+17
732 29500000 731 0 1.95097 4.35507 62.2771 23 1.67443e+16 3.0431e+17
733 29600000 397 1 -0.729942 -14.6802 65.4758 15 1.69454e+16 3.05244e+17
734 29600000 425 0 0.236478 -1.62414 65.9984 21 1.69188e+16 3.05244e+17
735 29600000 440 0 3.08096 -12.3048 64.7251 21 1.68922e+16 3.05244e+17
736 29600000 481 0 0.165022 -7.38723 66.203 19 1.68657e+16 3.05244e+17
737 29600000 617 0 1.36074 -2.4549 63.7025 23 1.68393e+16 3.05244e+17
738 29600000 620 0 2.22457 -17.2123 59.1835 21 1.6813e+16 3.05244e+17
739 29600000 629 0 1.50659 8.29433 65.1078 18 1.67868e+16 3.05244e+17
740 29600000 635 0 1.91273 1.38413 59.7158 22 1.67606e+16 3.05244e+17
741 29600000 651 0 0.0390589 -7.69229 59.3065 22 1.67346e+16 3.05244e+17
742 29600000 653 0 2.17186 5.03011 58.4102 22 1.67086e+16 3.05244e+17
743 29600000 674 0 0.204356 -3.11702 61.8087 23 1.66827e+16 3.05244e+17
744 29700000 526 0 1.52988 4.08887 54.2741 21 1.6956e+16 3.09485e+17
745 29700000 568 0 0.637226 -2.16386 55.463 22 1.69298e+16 3.09485e+17
746 29700000 599 0 2.57042 -9.7886 59.8746 22 1.69036e+16 3.09485e+17
747 29700000 609 1 -0.477111 -18.1932 62.5822 17 1.69036e+16 3.07551e+17
748 29700000 656 0 2.41743 15.0387 60.2731 21 1.68776e+16 3.07551e+17
749 29700000 661 0 2.46401 12.9215 59.9132 23 1.68516e+16 3.07551e+17
750 29700000 664 1 -0.579645 -18.8457 60.8379 17 1.68516e+16 3.0564e+17
751 29700000 680 0 0.839932 -14.5176 64.4033 21 1.68257e+16 3.0564e+17
752 29700000 696 0 2.57687 1.89442 65.8583 19 1.67999e+16 3.0564e+17
753 29700000 711 1 -1.48046 -2.88395 68.7701 16 1.67999e+16 3.03754e+17
754 29700000 717 0 2.31499 0.301542 67.7866 21 1.67742e+16 3.03754e+17
755 29800000 533 0 0.0155047 13.6665 57.9798 21 1.71854e+16 3.09851e+17
756 29800000 564 0 1.72232 -2.86511 66.8894 21 1.71592e+16 3.09851e+17
757 29800000 621 0 0.575203 8.89453 61.6191 20 1.7133e+16 3.09851e+17
758 29800000 668 0 2.53485 -6.99468 53.2928 22 1.71069e+16 3.09851e+17
759 29800000 708 0 1.73422 -11.8872 61.0762 23 1.70809e+16 3.09851e+17
760 29800000 720 1 0.953182 13.9514 66.2168 15 1.70809e+16 3.0795e+17
761 29800000 741 0 1.63608 -1.70359 61.8459 23 1.7055e+16 3.0795e+17
762 29800000 742 0 2.51695 2.79325 61.6413 22 1.70292e+16 3.0795e+17
763 29800000 752 0 1.93619 -6.66722 64.9798 21 1.70034e+16 3.0795e+17
764 29900000 537 0 1.33225 13.1449 62.6236 20 1.73372e+16 3.12841e+17
765 29900000 546 0 1.52216 -13.207 62.5774 23 1.7311e+16 3.12841e+17
766 29900000 553 0 0.261001 -8.63228 54.6228 22 1.7285e+16 3.12841e+17
767 29900000 556 0 2.21239 -0.841143 60.2699 23 1.7259e+16 3.12841e+17
768 29900000 557 0 2.98427 7.53976 60.7034 22 1.7233e+16 3.12841e+17
769 29900000 571 0 2.18353 0.872155 61.7923 22 1.72072e+16 3.12841e+17
770 29900000 577 0 0.603868 -5.77637 52.0134 22 1.71814e+16 3.12841e+17
771 29900000 626 0 1.64002 1.86316 63.6137 21 1.71558e+16 3.12841e+17
772 29900000 650 0 1.19771 -13.9991 57.251 24 1.71302e+16 3.12841e+17
773 29900000 670 0 2.33695 -6.98021 63.1379 22 1.71046e+16 3.12841e+17
774 29900000 683 0 2.71494 9.59859 57.0346 23 1.70792e+16 3.12841e+17
775 29900000 716 0 2.81574 15.1624 62.2051 23 1.70538e+16 3.12841e+17
776 29900000 718 0 2.55585 -9.78204 68.2016 19 1.70285e+16 3.12841e+17
777 29900000 735 0 3.09026 0.157826 64.0418 22 1.70033e+16 3.12841e+17
778 30000000 655 0 0.318628 19.3465 60.9847 21 1.74232e+16 3.19193e+17
779 30000000 675 0 2.98745 -6.17581 68.3503 21 1.73974e+16 3.19193e+17
780 30000000 707 0 0.366293 11.5973 56.8991 21 1.73718e+16 3.19193e+17
781 30000000 713 0 2.64991 -4.63191 66.3529 24 1.73462e+16 3.19193e+17
782 30000000 724 0 0.0951228 11.9456 60.9946 20 1.73207e+16 3.19193e+17
783 30000000 750 0 0.566032 1.17536 67.2435 21 1.72953e+16 3.19193e+17
784 30100000 544 1 1.48813 -5.13077 71.3448 15 1.75538e+16 3.20492e+17
785 30100000 681 0 2.40599 1.98569 57.8285 23 1.75281e+16 3.20492e+17
786 30100000 722 0 1.19047 16.1122 57.7635 21 1.75024e+16 3.20492e+17
787 30100000 761 0 2.27472 4.9433 66.8338 20 1.74768e+16 3.20492e+17
788 30200000 475 0 2.30544 13.9156 65.6101 19 1.76222e+16 3.22443e+17
789 30200000 715 0 2.28231 -17.1293 59.1983 25 1.75965e+16 3.22443e+17
790 30200000 725 0 1.87002 -6.68518 61.3396 23 1.75709e+16 3.22443e+17
791 30300000 513 0 1.06966 -18.8131 61.0607 21 1.76353e+16 3.23783e+17
792 30300000 608 0 0.420283 -11.2005 54.0763 24 1.76097e+16 3.23783e+17
793 30300000 658 0 1.38371 15.2315 55.9143 20 1.75842e+16 3.23783e+17
794 30300000 674 0 2.78232 -3.16871 63.8511 24 1.75587e+16 3.23783e+17
795 30300000 740 0 0.76192 13.3656 67.1004 19 1.75334e+16 3.23783e+17
796 30300000 787 0 0.0896114 5.75733 61.4063 24 1.75081e+16 3.23783e+17
797 30400000 605 1 -1.37916 -0.318328 72.1442 16 1.77052e+16 3.24871e+17
798 30400000 649 0 0.31562 19.1104 55.4428 19 1.76797e+16 3.24871e+17
799 30400000 738 0 0.362827 -3.00083 58.8868 23 1.76543e+16 3.24871e+17
800 30400000 758 0 1.60691 -4.86749 64.1692 24 1.76289e+16 3.24871e+17
801 30400000 784 0 2.18404 11.1993 65.6986 21 1.76036e+16 3.24871e+17
802 30400000 796 0 0.196838 -8.8887 67.699 20 1.75784e+16 3.24871e+17
803 30500000 478 0 2.1783 -12.1411 66.8557 21 1.76935e+16 3.26819e+17
804 30500000 550 0 2.07376 -13.398 53.2578 24 1.76683e+16 3.26819e+17
805 30500000 617 0 0.0854137 -1.40123 66.0975 24 1.76431e+16 3.26819e+17
806 30500000 619 0 1.94864 5.74215 70.5599 20 1.76179e+16 3.26819e+17
807 30500000 661 0 0.390836 14.3128 61.2624 24 1.75929e+16 3.26819e+17
808 30500000 696 0 2.07382 3.3697 69.1271 20 1.75679e+16 3.26819e+17
809 30500000 739 0 0.525659 3.23123 57.0718 23 1.7543e+16 3.26819e+17
810 30600000 425 0 0.64116 -0.638239 71.0905 22 1.78418e+16 3.31143e+17
811 30600000 440 0 2.87095 -15.1752 66.8481 22 1.78165e+16 3.31143e+17
812 30600000 507 0 0.682122 -4.976 62.3503 23 1.77914e+16 3.31143e+17
813 30600000 585 0 0.80919 21.4181 55.3697 19 1.77663e+16 3.31143e+17
814 30600000 743 0 2.77843 -4.64732 59.5031 23 1.77413e+16 3.31143e+17
815 30600000 744 0 0.655839 10.2534 70.5069 20 1.77163e+16 3.31143e+17
816 30600000 747 0 1.30627 7.59295 64.4871 22 1.76914e+16 3.31143e+17
817 30600000 752 0 2.45058 -6.83101 66.9849 22 1.76666e+16 3.31143e+17
818 30600000 759 1 -0.968598 -12.7757 70.3987 15 1.76666e+16 3.29148e+17
819 30600000 792 0 0.0674862 7.01227 66.857 24 1.76419e+16 3.29148e+17
820 30700000 521 1 -0.566949 -19.6767 64.9739 16 1.79936e+16 3.31885e+17
821 30700000 629 0 0.835787 10.8583 67.8508 19 1.79684e+16 3.31885e+17
822 30700000 671 1 0.33731 23.3745 56.7394 15 1.79684e+16 3.2991e+17
823 30700000 697 0 1.97905 8.17486 58.1401 23 1.79433e+16 3.2991e+17
824 30700000 768 0 2.12179 9.26865 66.1603 20 1.79183e+16 3.2991e+17
825 30700000 776 0 3.09962 -12.5416 64.6872 21 1.78933e+16 3.2991e+17
826 30700000 821 0 2.33002 -1.97889 62.8081 24 1.78684e+16 3.2991e+17
827 30800000 360 0 2.62135 13.4287 69.9908 17 1.80479e+16 3.32779e+17
828 30800000 397 1 -0.916487 -17.1854 67.7634 16 1.80479e+16 3.3081e+17
829 30800000 473 0 0.443547 7.39111 70.3359 20 1.80229e+16 3.3081e+17
830 30800000 562 0 0.663961 12.6166 52.8109 21 1.79979e+16 3.3081e+17
831 30800000 564 0 0.248804 -2.23182 70.8134 22 1.7973e+16 3.3081e+17
832 30800000 698 0 1.79108 -0.0899826 57.6327 22 1.79482e+16 3.3081e+17
833 30800000 797 0 1.43546 -3.3267 68.6943 24 1.79234e+16 3.3081e+17
834 30800000 820 1 0.847705 16.9808 68.9409 16 1.79234e+16 3.28864e+17
835 30800000 822 0 2.12322 3.66477 62.6225 23 1.78987e+16 3.28864e+17
836 30800000 824 0 1.78506 16.0673 64.0946 21 1.78741e+16 3.28864e+17
837 30800000 837 0 2.36266 0.0911229 67.3965 23 1.78496e+16 3.28864e+17
838 30900000 367 0 3.01935 -19.501 63.0466 22 1.81983e+16 3.33744e+17
839 30900000 511 0 1.10287 0.400806 55.5878 22 1.81734e+16 3.33744e+17
840 30900000 622 0 1.40786 -11.0314 64.9093 23 1.81485e+16 3.33744e+17
841 30900000 680 0 2.3501 -18.1599 65.1606 22 1.81237e+16 3.33744e+17
842 30900000 690 0 0.253592 -6.76445 60.009 23 1.8099e+16 3.33744e+17
843 30900000 716 0 0.406389 17.01 62.0443 24 1.80743e+16 3.33744e+17
844 30900000 717 0 2.96057 1.62692 72.1913 22 1.80497e+16 3.33744e+17
845 30900000 719 0 0.815659 12.8089 64.6406 21 1.80252e+16 3.33744e+17
846 30900000 732 1 -1.49372 2.15821 74.3834 16 1.80252e+16 3.31793e+17
847 30900000 734 0 1.73175 -5.25128 71.5718 21 1.80008e+16 3.31793e+17
848 30900000 736 0 2.50971 19.1751 59.4493 21 1.79764e+16 3.31793e+17
849 30900000 795 0 1.0058 -14.8551 65.0909 22 1.7952e+16 3.31793e+17
850 30900000 828 0 0.983735 8.83457 62.6972 23 1.79278e+16 3.31793e+17
851 30900000 839 0 2.49804 -7.39614 70.0624 22 1.79036e+16 3.31793e+17
852 31000000 479 0 2.51653 3.93134 60.6382 24 1.81953e+16 3.36024e+17
853 31000000 557 0 0.704172 7.79472 60.9557 23 1.81708e+16 3.36024e+17
854 31000000 653 0 2.14906 5.08372 58.5109 23 1.81464e+16 3.36024e+17
855 31000000 656 0 2.6586 17.6268 59.328 22 1.8122e+16 3.36024e+17
856 31000000 674 0 1.10966 -3.34976 66.7557 25 1.80977e+16 3.36024e+17
857 31000000 708 0 1.9033 -15.0752 60.8218 24 1.80735e+16 3.36024e+17
858 31000000 729 0 1.79306 12.7681 72.0801 17 1.80493e+16 3.36024e+17
859 31000000 772 0 1.7683 -19.4577 55.5653 24 1.80252e+16 3.36024e+17
860 31000000 801 0 0.975095 -10.2789 59.5236 23 1.80012e+16 3.36024e+17
861 31000000 802 0 1.63005 6.97301 59.2454 23 1.79772e+16 3.36024e+17
862 31000000 814 0 2.55389 3.34063 73.1838 22 1.79533e+16 3.36024e+17
863 31000000 817 0 2.37907 11.5124 62.99 21 1.79295e+16 3.36024e+17
864 31000000 831 0 1.19614 1.88729 66.0355 22 1.79057e+16 3.36024e+17
865 31100000 571 0 2.67045 1.2107 64.1746 23 1.83013e+16 3.41329e+17
866 31100000 621 0 0.468002 11.0217 65.1009 21 1.82771e+16 3.41329e+17
867 31100000 673 0 2.71944 -14.5895 69.7331 20 1.8253e+16 3.41329e+17
868 31100000 678 0 0.226638 -14.5053 58.9954 22 1.82289e+16 3.41329e+17
869 31100000 706 0 1.3554 9.64815 71.273 19 1.82049e+16 3.41329e+17
870 31100000 740 0 1.32243 16.7935 68.3365 20 1.81809e+16 3.41329e+17
871 31100000 765 0 2.61263 -18.9168 62.786 22 1.81571e+16 3.41329e+17
872 31100000 780 0 0.746946 -12.1213 67.322 23 1.81332e+16 3.41329e+17
873 31100000 781 0 1.21421 6.67953 57.2176 23 1.81095e+16 3.41329e+17
874 31100000 800 0 0.912711 1.99341 61.6332 23 1.80858e+16 3.41329e+17
875 31100000 813 1 -1.34146 -4.03039 74.5395 17 1.80858e+16 3.39345e+17
876 31100000 836 0 2.3532 -12.5353 70.4097 20 1.80621e+16 3.39345e+17
877 31100000 848 0 0.92628 16.295 66.3957 20 1.80385e+16 3.39345e+17
878 31200000 481 0 1.97708 -9.50019 72.689 20 1.83016e+16 3.42808e+17
879 31200000 525 0 1.21094 9.08221 68.9894 20 1.82778e+16 3.42808e+17
880 31200000 546 0 1.87872 -17.382 63.4075 24 1.8254e+16 3.42808e+17
881 31200000 556 0 0.556629 -2.09622 59.8402 24 1.82303e+16 3.42808e+17
882 31200000 612 0 0.720664 -18.2169 60.9668 23 1.82066e+16 3.42808e+17
883 31200000 638 1 1.33054 10.4617 75.4462 15 1.82066e+16 3.40826e+17
884 31200000 669 0 1.86159 -12.0443 58.4319 22 1.81831e+16 3.40826e+17
885 31200000 751 1 1.25777 12.1908 74.8563 15 1.81831e+16 3.38868e+17
886 31200000 778 0 1.78724 -16.6715 58.9003 23 1.81595e+16 3.38868e+17
887 31200000 794 0 0.972201 -0.856407 70.4074 22 1.81361e+16 3.38868e+17
888 31200000 816 0 0.46843 -3.92269 72.2863 22 1.81127e+16 3.38868e+17
889 31200000 841 0 2.83053 -6.11809 68.7476 25 1.80893e+16 3.38868e+17
890 31200000 862 0 2.90697 -10.8968 69.0903 21 1.8066e+16 3.38868e+17
891 31300000 623 0 0.410224 -0.952508 53.7171 22 1.83451e+16 3.42777e+17
892 31300000 635 0 0.376495 0.180083 60.379 23 1.83215e+16 3.42777e+17
893 31300000 665 0 1.49927 9.13729 74.644 20 1.8298e+16 3.42777e+17
894 31300000 724 0 1.49462 14.4526 62.5775 21 1.82746e+16 3.42777e+17
895 31300000 725 0 2.50974 -7.77003 64.1308 24 1.82513e+16 3.42777e+17
896 31300000 750 0 1.56832 1.08545 71.1469 22 1.82279e+16 3.42777e+17
897 31300000 752 0 2.9823 -8.09213 69.6458 23 1.82047e+16 3.42777e+17
898 31300000 754 0 0.699368 -20.8464 59.9827 21 1.81815e+16 3.42777e+17
899 31300000 758 0 2.5137 -7.49594 67.0107 25 1.81584e+16 3.42777e+17
900 31300000 770 0 1.18695 4.88825 74.5831 20 1.81353e+16 3.42777e+17
901 31300000 773 1 -1.19139 -11.1453 75.0147 16 1.81353e+16 3.40818e+17
902 31300000 833 0 1.56446 -9.35482 63.9447 23 1.81123e+16 3.40818e+17
903 31300000 847 0 0.934874 5.45427 69.3813 21 1.80893e+16 3.40818e+17
904 31300000 854 0 2.13199 -4.5821 64.8504 25 1.80664e+16 3.40818e+17
905 31300000 856 0 0.432817 6.69778 63.8212 25 1.80436e+16 3.40818e+17
906 31300000 868 0 1.32368 3.27353 70.9029 21 1.80208e+16 3.40818e+17
907 31400000 444 1 -0.949274 -17.3773 71.7597 15 1.85484e+16 3.45616e+17
908 31400000 744 0 2.00787 12.3711 73.6128 21 1.8525e+16 3.45616e+17
909 31400000 811 0 1.69722 -19.5959 65.0975 22 1.85017e+16 3.45616e+17
910 31400000 812 0 3.10369 4.41148 68.7567 20 1.84784e+16 3.45616e+17
911 31400000 823 0 2.09374 -10.8281 66.805 22 1.84552e+16 3.45616e+17
912 31400000 843 0 1.26403 2.83496 69.763 22 1.8432e+16 3.45616e+17
913 31400000 865 0 2.13869 -2.58425 70.0279 25 1.84089e+16 3.45616e+17
914 31400000 877 0 0.683604 -9.83863 68.1617 23 1.83859e+16 3.45616e+17
915 31500000 243 1 1.26494 6.77765 77.5929 15 1.86475e+16 3.4677e+17
916 31500000 670 0 2.04112 -9.44816 65.3806 23 1.86242e+16 3.4677e+17
917 31500000 808 0 0.504516 21.4392 60.8028 22 1.86009e+16 3.4677e+17
918 31500000 842 0 1.87993 15.377 60.7777 21 1.85777e+16 3.4677e+17
919 31500000 860 0 1.97137 -5.37844 67.4905 25 1.85546e+16 3.4677e+17
920 31500000 863 0 2.49842 -16.9497 67.8581 22 1.85315e+16 3.4677e+17
921 31600000 651 0 1.42608 -11.0245 61.1074 23 1.86787e+16 3.48823e+17
922 31600000 696 0 2.19753 5.3159 73.93 21 1.86555e+16 3.48823e+17
923 31600000 735 0 1.15532 0.212786 67.4529 23 1.86324e+16 3.48823e+17
924 31600000 787 0 2.07101 5.59393 61.4094 25 1.86093e+16 3.48823e+17
925 31600000 837 0 0.576498 -0.540081 69.5873 24 1.85863e+16 3.48823e+17
926 31600000 855 0 2.26674 17.9526 69.6486 20 1.85634e+16 3.48823e+17
927 31600000 870 0 0.592532 -0.500285 75.4191 23 1.85405e+16 3.48823e+17
928 31600000 875 0 2.60368 13.4345 71.5508 21 1.85177e+16 3.48823e+17
929 31700000 478 0 1.80934 -15.2231 69.8936 22 1.87587e+16 3.52185e+17
930 31700000 629 0 1.38448 13.9733 69.2269 20 1.87356e+16 3.52185e+17
931 31700000 713 0 3.00953 -6.83099 73.9406 25 1.87126e+16 3.52185e+17
932 31700000 761 0 0.828517 7.1338 73.0316 21 1.86897e+16 3.52185e+17
933 31700000 786 1 -0.680309 -19.7578 70.575 15 1.86897e+16 3.50206e+17
934 31700000 827 0 0.394059 -1.84913 63.6767 24 1.86668e+16 3.50206e+17
935 31700000 871 0 1.53422 -20.2019 67.4789 23 1.8644e+16 3.50206e+17
936 31800000 440 0 0.01423 -19.3632 69.1743 23 1.88505e+16 3.53059e+17
937 31800000 605 1 1.44364 0.439278 78.8545 17 1.88505e+16 3.51086e+17
938 31800000 740 0 0.122273 19.6106 68.1101 21 1.88275e+16 3.51086e+17
939 31800000 792 0 0.688562 8.64162 68.2845 25 1.88046e+16 3.51086e+17
